휴양림명,시도명,휴양림구분,휴양림면적,수용인원수,입장료,숙박가능여부,주요시설명,소재지도로명주소,관리기관명,휴양림전화번호,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
장령산자연휴양림,충청북도,공유림,1560000,2500,0,Y,"숲속의집,산림문화휴양관,야영장,야외물놀이장 등",충청북도 옥천군 군서면 장령산로 519,충청북도 옥천군청,043-730-3491,https://www.foresttrip.go.kr,36.2457210939,127.5529909066,2020-02-28,6430000,충청북도
한방자연휴양림,경상남도,공유림,939440,124,무료,Y,"숲속의집, 숲속휴양관, 세미나실",경상남도 산청군 금서면 동의보감로555번길 186,경상남도 산청군,055-970-6951,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030037,35.4340349343,127.8236812568,2020-03-17,5450000,경상남도 산청군
옥화자연휴양림,충청북도,공유림,1364921,485,"어른 1,000원, 청소년 500원 , 어린이 300원, 군인 500원, 지역주민 500원",Y,"숲속의집, 산림휴양관, 캠핑장, 산책로 등",충청북도 청주시 상당구 미원면 운암옥화길140,충청북도 청주시청(위탁운영),043-270-7381,https://www.foresttrip.go.kr,36.5989486708,127.6943725612,2020-02-28,6430000,충청북도
절물자연휴양림,제주특별자치도,국유림,300,,일반1000원+청소년600원+어린이300원,Y,휴양림+숲속의집+숲속수련장+세미나실+등산로,제주특별자치도 제주시 명림로 584,제주시청,064-728-1510,http://jeolmul.jejusi.go.kr/,33.439373,126.628448,2019-06-10,6500000,제주특별자치도
붉은오름자연휴양림,제주특별자치도,공유림,190,1500,일반1000원+청소년군인600원,Y,휴양림+숲속의집+산림문화휴양관+산림욕장+잔디광장+세미나실,제주특별자치도 서귀포시 표선면 남조로1487-73,서귀포시청,064-782-9171,http://healing.seogwipo.go.kr/index.htm,33.401811,126.675383,2019-06-10,6500000,제주특별자치도
서귀포자연휴양림,제주특별자치도,국유림,255,1500,일반1000원+청소년600원+어린이300원,Y,휴양림+숲속의집+산림휴양관+세미나실+야영데크,제주특별자치도 서귀포시 1100로 882(대포동),서귀포시청,064-738-4544,http://healing.seogwipo.go.kr/index.htm,33.311668,126.458761,2019-06-10,6500000,제주특별자치도
교래자연휴양림,제주특별자치도,공유림,230,,어른1000원+청소년군인600원,Y,휴양림+숙박동+야영장+야외공연장+풋살경기장+다목적운동장,제주특별자치도 제주시 조천읍 남조로 2023,제주특별자치도청,064-783-7482,http://www.jeju.go.kr/jejustoneparkforest/index.htm,33.448663,126.658949,2019-06-10,6500000,제주특별자치도
조령산자연휴양림,충청북도,공유림,2720000,238,0,Y,"숲속의집, 복합휴양관, 백두대간 생태교육장, 옛길, 물놀이장, 숲속놀이터, 산책로 등",충청북도 괴산군 연풍면 새재로 1795,충청북도 산림환경연구소,043-833-7994,https://www.foresttrip.go.kr,36.8123400737,128.0462421117,2020-02-28,6430000,충청북도
소백산자연휴양림,충청북도,공유림,1899000,232,"성인 3,000원 군인/청소년 2000원 어린이 1,000원 6세이하 무료",Y,"화전민촌, 정감록 명당체험마을, 숲속의집, 산림문화휴양관, 세미나실, 네트어드벤쳐, 승마장, 전망대, 전시실, 그라운드골프장, 북카페, 산책로",충청북도 단양군 영춘면 하리방터길 180,충청북도 단양군청,043-423-3117,https://www.foresttrip.go.kr,37.0612642366,128.4678946608,2020-02-28,6430000,충청북도
소선암자연휴양림,충청북도,공유림,670000,500,0,Y,"통나무집, 숲속의집, 산림문화휴양관, 산림복합휴양관",충청북도 단양군 단성면 대잠2길15,충청북도 단양군청(위탁운영),043-422-7839,https://www.foresttrip.go.kr,36.9192204110,128.3123141058,2020-02-28,6430000,충청북도
